D_Name,D_SMILES,D_HOMO,D_LUMO,D_lamda_max,A_Name,A_HOMO,A_LUMO,A_lamda_max,VOC (V),JSC (mA/cm²),FF (%),PCE (%),Ratio,D_gap,A_gap,delta_HOMO,delta_LUMO
SW2,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(C)C=C(S3)C(S4)=C(C)C=C4C5=CC6=C(C7=CN=C(SCC(C)C)S7)C(SC(C(S8)=CC(C)=C8C9=CC(C)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(C)C)=C6S5)N(C)C1=S,5.47,-3.45,572.0,Y6,5.7,-4.08,833.0,0.836,24.3,70.1,14.22,1.25,2.0199999999999996,1.62,0.23000000000000043,0.6299999999999999
SW2,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(C)C=C(S3)C(S4)=C(C)C=C4C5=CC6=C(C7=CN=C(SCC(C)C)S7)C(SC(C(S8)=CC(C)=C8C9=CC(C)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(C)C)=C6S5)N(C)C1=S,5.47,-3.45,572.0,Y6,5.7,-4.08,833.0,0.837,23.68,57.7,11.48,1.0,2.0199999999999996,1.62,0.23000000000000043,0.6299999999999999
SW2,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(C)C=C(S3)C(S4)=C(C)C=C4C5=CC6=C(C7=CN=C(SCC(C)C)S7)C(SC(C(S8)=CC(C)=C8C9=CC(C)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(C)C)=C6S5)N(C)C1=S,5.47,-3.45,572.0,Y6,5.7,-4.08,833.0,0.838,23.1,48.3,9.37,0.8333,2.0199999999999996,1.62,0.23000000000000043,0.6299999999999999
BO-1,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(CCCCCC)C=C(S3)C(S4)=C(CCCCCC)C=C4C5=CC6=C(C7=CN=C(SCC(CCCCCC)CCCC)S7)C(SC(C(S8)=CC(CCCCCC)=C8C9=CC(CCCCCC)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C(CCCC)CC)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(CCCCCC)CCCC)=C6S5)N(C(CCCC)CC)C1=S,5.3,-3.51,580.0,BTP-eC9,5.64,-4.05,828.0,0.845,25.56,77.74,16.79,1.4286,1.79,1.5899999999999999,0.33999999999999986,0.54
HD-1,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(CCCCCC)C=C(S3)C(S4)=C(CCCCCC)C=C4C5=CC6=C(C7=CN=C(SCC(CCCCCC)CCCCCCCC)S7)C(SC(C(S8)=CC(CCCCCC)=C8C9=CC(CCCCCC)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C(CCCC)CC)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(CCCCCC)CCCCCCCC)=C6S5)N(C(CCCC)CC)C1=S,5.31,-3.46,582.0,BTP-eC9,5.64,-4.05,828.0,0.842,26.04,78.46,17.19,1.4286,1.8499999999999996,1.5899999999999999,0.33000000000000007,0.5899999999999999
OD-1,O=C(/C(S1)=C\C(S2)=CC=C2C3=C(CCCCCC)C=C(S3)C(S4)=C(CCCCCC)C=C4C5=CC6=C(C7=CN=C(SCC(CCCCCCCCCC)CCCCCCCC)S7)C(SC(C(S8)=CC(CCCCCC)=C8C9=CC(CCCCCC)=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)C(CCCC)CC)=O)=C%12)=C%12C(C(S%13)=CN=C%13SCC(CCCCCCCCCC)CCCCCCCC)=C6S5)N(C(CCCC)CC)C1=S,5.36,-3.48,581.0,BTP-eC9,5.64,-4.05,828.0,0.828,25.49,71.89,15.18,1.4286,1.8800000000000003,1.5899999999999999,0.27999999999999936,0.5699999999999998
CBTSeHR,O=C1N(CCCCCC)C(S/C1=C/C(S2)=CC(CCCCCCCC)=C2C3=CC=C([Se]3)C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C(SC(C(S8)=CC(CCCCCCCC)=C8C9=CC=C([Se]9)C(S%10)=C(CCCCCCCC)C=C%10/C=C%11C(N(C(S\%11)=S)CCCCCC)=O)=C%12)=C%12C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)=S,5.47,-3.62,631.0,FO-2Cl,5.83,-3.9,760.0,0.881,18.76,73.2,12.1,0.9091,1.8499999999999996,1.9300000000000002,0.3600000000000003,0.2799999999999998
ZR1-C3,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCC(CCCC)CCCCCC)S%13)=C6S5,5.24,-3.53,562.0,BTP-C11-N2Cl,5.47,-4.04,800.0,0.89,20.06,61.23,11.01,0.9091,1.7100000000000004,1.4299999999999997,0.22999999999999954,0.5100000000000002
ZR1-C3,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCC(CCCC)CCCCCC)S%13)=C6S5,5.24,-3.53,562.0,BTP-eC9-N2F,5.46,3.96,780.0,0.9,20.02,62.89,11.44,0.9091,1.7100000000000004,9.42,0.21999999999999975,7.49
ZR1-C3,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCC(CCCC)CCCCCC)S%13)=C6S5,5.24,-3.53,562.0,BTP-eC9-N4F,5.51,-4.02,830.0,0.86,23.63,69.0,14.29,0.9091,1.7100000000000004,1.4900000000000002,0.2699999999999996,0.48999999999999977
ZR-C8,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCCCCCC)S%13)=C6S5,5.32,-2.81,562.0,Y6,5.7,-4.08,833.0,0.829,25.0,58.8,12.2,0.9091,2.5100000000000002,1.62,0.3799999999999999,1.27
ZR-SiO,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCCCC(C)(O[Si](C)(C)C)O[Si](C)(C)C)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCCCC(C)(O[Si](C)(C)C)O[Si](C)(C)C)S%13)=C6S5,5.32,-2.81,562.0,Y6,5.7,-4.08,833.0,0.852,26.0,72.3,16.0,0.9091,2.5100000000000002,1.62,0.3799999999999999,1.27
ZR-SiO-EH,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC(CC(CCCC)CC)=C(CCCCCC(C)(O[Si](C)(C)C)O[Si](C)(C)C)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC(CC(CCCC)CC)=C(CCCCCC(C)(O[Si](C)(C)C)O[Si](C)(C)C)S%13)=C6S5,5.32,-2.81,562.0,Y6,5.7,-4.08,833.0,0.87,25.6,73.7,16.4,0.9091,2.5100000000000002,1.62,0.3799999999999999,1.27
SL1,S=C(N(CCCC)C/1=O)SC1=C/C2=C(CC(CCCC)CC)C=C(S2)C3=NC(S4)=C(S3)N=C4C5=CC=C(S5)C6=CC7=C(C8=CC(CCCCCC)=C(CC(CC)CCCC)S8)C9=C(C=C(C%10=CC=C(C%11=NC(SC(C%12=CC(CC(CCCC)CC)=C(/C=C%13SC(N(CCCC)C\%13=O)=S)S%12)=N%14)=C%14S%11)S%10)S9)C(C%15=CC(CCCCCC)=C(CC(CCCC)CC)S%15)=C7S6,5.58,-3.59,562.0,Y6,5.7,-4.08,833.0,0.87,23.2,68.0,13.9,1.0,1.9900000000000002,1.62,0.1200000000000001,0.4900000000000002
SL2,S=C(N(CCCC)C/1=O)SC1=C/C2=C(CC(CCCC)CC)C=C(S2)C3=NC(S4)=C(S3)N=C4C5=CC=C(S5)C6=CC7=C(C8=CC=C(CC(CC)CCCC)S8)C9=C(C=C(C%10=CC=C(C%11=NC(SC(C%12=CC(CC(CCCC)CC)=C(/C=C%13SC(N(CCCC)C\%13=O)=S)S%12)=N%14)=C%14S%11)S%10)S9)C(C%15=CC=C(CC(CCCC)CC)S%15)=C7S6,5.6,-3.62,562.0,Y6,5.7,-4.08,833.0,0.98,21.5,60.0,11.5,1.0,1.9799999999999995,1.62,0.10000000000000053,0.45999999999999996
SL3,S=C(N(CCCC)C/1=O)SC1=C/C2=C(CC(CCCC)CC)C=C(S2)C3=NC(S4)=C(S3)N=C4C5=CC=C(S5)C6=CC7=C(C8=CC(CCCCCCCC)=C(CC(CCCC)CC)S8)C9=C(C=C(C%10=CC=C(C%11=NC(SC(C%12=CC(CC(CCCC)CC)=C(/C=C%13SC(N(CCCC)C\%13=O)=S)S%12)=N%14)=C%14S%11)S%10)S9)C(C%15=CC(CCCCCCCC)=C(CC(CCCC)CC)S%15)=C7S6,5.58,-3.6,562.0,Y6,5.7,-4.08,833.0,0.88,21.6,67.0,12.7,1.0,1.98,1.62,0.1200000000000001,0.48
SL4,S=C(N(CCCC)C/1=O)SC1=C/C2=C(CC(CCCC)CC)C=C(S2)C3=NC(S4)=C(S3)N=C4C5=CC=C(S5)C6=CC7=C(C8=CC(CCCCCC)=C(CCCCCC)S8)C9=C(C=C(C%10=CC=C(C%11=NC(SC(C%12=CC(CC(CCCC)CC)=C(/C=C%13SC(N(CCCC)C\%13=O)=S)S%12)=N%14)=C%14S%11)S%10)S9)C(C%15=CC(CCCCCC)=C(CCCCCC)S%15)=C7S6,5.57,-3.57,562.0,Y6,5.7,-4.08,833.0,0.87,23.0,62.0,12.4,1.0,2.0000000000000004,1.62,0.1299999999999999,0.5100000000000002
SM-CA,O=C(OCC(CC)CCCC)/C(C#N)=C/C(S1)=CC=C1C2=C(CCCCCC)C=C(S2)C(S3)=C(CCCCCC)C=C3C4=CC5=C(C6=C(F)C(F)=C(CC(CCCC)CC)S6)C(SC(C7=CC(CCCCCC)=C(C8=CC(CCCCCC)=C(C9=CC=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=C(F)C(F)=C(CC(CCCC)CC)S%11)=C5S4,5.4,-3.4,651.0,N3,5.64,-4.08,751.0,0.838,24.33,75.62,15.41,1.0,2.0000000000000004,1.5599999999999996,0.23999999999999932,0.6800000000000002
SM-CA-Reh,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC(CCCCCC)=C(C5=CC(CCCCCC)=C(C6=CC=C(/C=C7SC(N(CC(CCCC)CC)C\7=O)=S)S6)S5)S4)=C3)=C(C8=C(F)C(F)=C(CC(CCCC)CC)S8)C9=C2SC(C%10=CC(CCCCCC)=C(C%11=CC(CCCCCC)=C(C%12=CC=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S%12)S%11)S%10)=C9)=C1F,5.52,-3.53,668.0,N3,5.64,-4.08,751.0,0.842,25.06,77.5,16.34,1.0,1.9899999999999998,1.5599999999999996,0.1200000000000001,0.5500000000000003
SM-Reh,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C5=CC=C(C6=CC=C(/C=C7SC(N(CC(CCCC)CC)C\7=O)=S)S6)S5)S4)=C3)=C(C8=C(F)C(F)=C(CC(CCCC)CC)S8)C9=C2SC(C%10=CC=C(C%11=CC=C(C%12=CC=C(/C=C%13SC(N(CC(CCCC)CC)C\%13=O)=S)S%12)S%11)S%10)=C9)=C1F,5.55,-3.6,672.0,N3,5.64,-4.08,751.0,0.834,25.42,69.64,14.76,1.0,1.9499999999999997,1.5599999999999996,0.08999999999999986,0.48
SM-CA-ID,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC(CCCCCC)=C(C5=CC(CCCCCC)=C(C6=CC=C(/C=C7C(C(C=CC=C8)=C8C\7=O)=O)S6)S5)S4)=C3)=C(C9=C(F)C(F)=C(CC(CCCC)CC)S9)C%10=C2SC(C%11=CC(CCCCCC)=C(C%12=CC(CCCCCC)=C(C%13=CC=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S%13)S%12)S%11)=C%10)=C1F,5.33,-3.6,707.0,N3,5.64,-4.08,751.0,0.82,21.99,45.49,8.2,1.0,1.73,1.5599999999999996,0.3099999999999996,0.48
SM-ID,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC(CCCCCC)=C(C5=CC(CCCCCC)=C(C6=CC=C(/C=C7C(C(C=CC=C8)=C8C\7=O)=O)S6)S5)S4)=C3)=C(C9=C(F)C(F)=C(CC(CCCC)CC)S9)C%10=C2SC(C%11=CC(CCCCCC)=C(C%12=CC(CCCCCC)=C(C%13=CC=C(/C=C%14C(C(C=CC=C%15)=C%15C\%14=O)=O)S%13)S%12)S%11)=C%10)=C1F,5.25,-3.61,712.0,N3,5.64,-4.08,751.0,0.823,10.54,31.79,2.79,1.0,1.6400000000000001,1.5599999999999996,0.3899999999999997,0.4700000000000002
MPhS-C2,O=C(N(CC)C(S/1)=S)C1=C/C2=CC=C(S2)C(S3)=CC=C3C4=CC5=C(S4)C6=C(C7=CC(SCC(CCCCCC)CCCCCCCC)=CC=C7)C8=C(C(SC(C9=CC=C(C%10=CC=C(/C=C%11C(N(CC)C(S\%11)=S)=O)S%10)S9)=C%12)=C%12S8)C(C%13=CC(SCC(CCCCCC)CCCCCCCC)=CC=C%13)=C6S5,5.35,-3.45,605.0,BTP-eC9,5.64,-4.05,828.0,0.886,26.2,69.52,16.54,1.0,1.8999999999999995,1.5899999999999999,0.29000000000000004,0.5999999999999996
MPhS-C4,O=C(N(CCCC)C(S/1)=S)C1=C/C2=CC=C(S2)C(S3)=CC=C3C4=CC5=C(S4)C6=C(C7=CC(SCC(CCCCCC)CCCCCCCC)=CC=C7)C8=C(C(SC(C9=CC=C(C%10=CC=C(/C=C%11C(N(CCCC)C(S\%11)=S)=O)S%10)S9)=C%12)=C%12S8)C(C%13=CC(SCC(CCCCCC)CCCCCCCC)=CC=C%13)=C6S5,5.39,-3.45,607.0,BTP-eC10,5.64,-4.05,828.0,0.873,25.61,70.28,15.73,1.0,1.9399999999999995,1.5899999999999999,0.25,0.5999999999999996
MPhS-C6,S=C(S/1)N(CCCCCC)C(C1=C\C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC(SCC(CCCCCC)CCCCCCCC)=CC=C7)C8=C(C(SC(C(S9)=CC(CCCCCCCC)=C9C%10=CC=C(S%10)/C=C%11SC(N(C\%11=O)CCCCCC)=S)=C%12)=C%12S8)C(C%13=CC(SCC(CCCCCC)CCCCCCCC)=CC=C%13)=C6S5)=O,5.35,-4.1,610.0,BTP-eC11,5.64,-4.05,828.0,0.84,25.49,75.6,16.2,1.0,1.25,1.5899999999999999,0.29000000000000004,0.04999999999999982
B1,S=C(N(CCCC)C/1=O)SC1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC=C(SCC(CC)CCCC)C=C7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCC)C/%12=O)=S)S%11)S%10)S9)S8)C(C%13=CC=C(SCC(CC)CCCC)C=C%13)=C6S5,5.24,-2.64,580.0,BO-4Cl,5.69,-3.87,822.0,0.822,25.14,72.5,14.98,1.0,2.6,1.8200000000000003,0.4500000000000002,1.23
BM-Cl,S=C(N(CCCC)C/1=O)SC1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C(Cl)=C(S4)C5=CC6=C(C7=CC(SCC(CC)CCCC)=CC=C7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=C(Cl)C(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCC)C/%12=O)=S)S%11)S%10)S9)S8)C(C%13=CC(SCC(CC)CCCC)=CC=C%13)=C6S5,5.31,-2.73,587.0,BO-4Cl,5.69,-3.87,822.0,0.826,25.9,73.55,15.73,1.0,2.5799999999999996,1.8200000000000003,0.3800000000000008,1.1400000000000001
C-2F,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC(F)=C(CC(CC)CCCC)C(F)=C7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C\%12=O)=S)S%11)S%10)S9)S8)C(C%13=CC(F)=C(CC(CC)CCCC)C(F)=C%13)=C6S5,5.4,-3.4,504.0,N3,5.64,-4.08,751.0,0.85,24.87,69.33,14.64,1.6,2.0000000000000004,1.5599999999999996,0.23999999999999932,0.6800000000000002
3DTBDT,O=C(N(CCCCCC)C(S/1)=S)C1=C/C2=CC3=C(S2)C4=C(C5=CC=C(CC(CCCCCCCC)CCCCCC)S5)C6=C(C(SC(C7=CC8=C(S7)C9=C(C%10=CC=C(CC(CCCCCCCC)CCCCCC)S%10)C%11=C(C(SC(C%12=CC%13=C(S%12)C%14=C(C%15=CC=C(CC(CCCCCCCC)CCCCCC)S%15)C%16=C(C(SC(/C=C%17C(N(CCCCCC)C(S\%17)=S)=O)=C%18)=C%18S%16)C(C%19=CC=C(CC(CCCCCCCC)CCCCCC)S%19)=C%14S%13)=C%20)=C%20S%11)C(C%21=CC=C(CC(CCCCCCCC)CCCCCC)S%21)=C9S8)=C%22)=C%22S6)C(C%23=CC=C(CC(CCCCCCCC)CCCCCC)S%23)=C4S3,5.3,-2.78,587.0,L8-BO,5.73,-3.88,831.0,0.847,22.84,70.98,13.74,1.0,2.52,1.8500000000000005,0.4300000000000006,1.1
BDT-BCl,ClC1=C(SCC(CC)CCCC)C=CC(C2=C3C(C=C(C4=CC(CCCCCC)=C(C5=CC(CCCCCC)=C(C6=CC=C(/C=C7SC(N(CCCCCC)C\7=O)=S)S6)S5)S4)S3)=C(C(C=C8)=CC(Cl)=C8SCC(CCCC)CC)C9=C2C=C(C%10=CC(CCCCCC)=C(C%11=CC(CCCCCC)=C(C%12=CC=C(/C=C%13SC(N(CCCCCC)C\%13=O)=S)S%12)S%11)S%10)S9)=C1,5.3,-2.78,618.0,L8-BO,5.73,-3.88,831.0,0.88,23.74,67.73,14.1,0.625,2.52,1.8500000000000005,0.4300000000000006,1.1
TBD-BCl,ClC1=C(SCC(CC)CCCC)C=CC(C2=C3C(C(SC(C4=CC(CCCCCC)=C(S4)C(S5)=CC(CCCCCC)=C5C6=CC=C(S6)/C=C7C(N(C(S/7)=S)CCCCCC)=O)=C8)=C8S3)=C(C(C=C9)=CC(Cl)=C9SCC(CCCC)CC)C%10=C2C=C(C%11=CC(CCCCCC)=C(C%12=CC(CCCCCC)=C(C%13=CC=C(/C=C%14SC(N(CCCCCC)C\%14=O)=S)S%13)S%12)S%11)S%10)=C1,5.3,-2.78,617.0,L8-BO,5.73,-3.88,831.0,0.91,24.95,71.13,16.2,0.625,2.52,1.8500000000000005,0.4300000000000006,1.1
BSFTR,O=C(N(C(CC)CCCC)C(S/1)=S)C1=C/C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC(F)=C(SC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12C(N(C(CC)CCCC)C(S\%12)=S)=O)S%11)S%10)S9)S8)C(C%13=CC(F)=C(SC(CCCC)CC)S%13)=C6S5,5.59,-3.61,620.0,FO-2Cl,5.83,-3.9,765.0,0.885,22.01,78.41,15.27,1.0,1.98,1.9300000000000002,0.2400000000000002,0.29000000000000004
BSFTR,O=C(N(C(CC)CCCC)C(S/1)=S)C1=C/C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC(F)=C(SC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12C(N(C(CC)CCCC)C(S\%12)=S)=O)S%11)S%10)S9)S8)C(C%13=CC(F)=C(SC(CCCC)CC)S%13)=C6S5,5.59,-3.61,620.0,FO-EH-2Cl,5.73,-3.9,761.0,0.876,22.39,80.44,15.78,1.0,1.98,1.8300000000000005,0.14000000000000057,0.29000000000000004
SM-n-Bu,S=C(N(CCCC)C/1=O)SC1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC=C(C(CC)CCCC)C=C7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCC)C/%12=O)=S)S%11)S%10)S9)S8)C(C%13=CC=C(C(CC)CCCC)C=C%13)=C6S5,5.19,-3.61,573.0,BO-4Cl,5.66,-4.09,822.0,0.83,25.26,72.12,15.12,1.0,1.5800000000000005,1.5700000000000003,0.46999999999999975,0.48
SM-s-Bu,S=C(N(C(C)CC)C/1=O)SC1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC=C(C(CC)CCCC)C=C7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(C(C)CC)C/%12=O)=S)S%11)S%10)S9)S8)C(C%13=CC=C(C(CC)CCCC)C=C%13)=C6S5,5.24,-3.53,566.0,BO-4Cl,5.66,-4.09,822.0,0.822,25.69,74.34,16.06,1.0,1.7100000000000004,1.5700000000000003,0.41999999999999993,0.56
FSBTSeHR,O=C(N(CCCCCC)C(S/1)=S)C1=C/C2=CC(CCCCCCCC)=C(S2)C([Se]3)=CC=C3C4=C(CCCCCCCC)C=C(S4)C5=CC6=C(C7=CC(F)=C(SCC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCCCC)=C(C%10=CC=C(C%11=C(CCCCCCCC)C=C(/C=C%12C(N(CCCCCC)C(S\%12)=S)=O)S%11)[Se]%10)S9)S8)C(C%13=CC(F)=C(SCC(CCCC)CC)S%13)=C6S5,5.4,-3.62,641.0,BTP-eC9,5.64,-4.07,828.0,0.84,22.26,67.5,12.35,0.8333,1.7800000000000002,1.5699999999999994,0.23999999999999932,0.4500000000000002
BTR-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)S3,5.46,-3.7,580.0,BTP-Fl-Fl,5.7,-3.92,830.0,0.85,21.75,69.63,13.3,0.8333,1.7599999999999998,1.7800000000000002,0.2400000000000002,0.21999999999999975
W2-Reh,CCC(CCCC)CN(C(S/1)=S)C(C1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CN=C(SCC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12C(N(CC(CC)CCCC)C(S/%12)=S)=O)S%11)S%10)S9)S8)C(C%13=CC=C(SCC(CCCC)CC)S%13)=C6S5)=O,5.16,-3.48,495.0,Y6,5.7,-4.08,833.0,0.83,25.19,76.8,16.06,1.25,1.6800000000000002,1.62,0.54,0.6000000000000001
W2-CA,CCCCCCC1=C(C2=CC=C(/C=C(C#N)/C(OCC(CCCC)CC)=O)S2)SC(C3=C(CCCCCC)C=C(S3)C4=CC5=C(C6=CN=C(SCC(CCCC)CC)S6)C7=C(C=C(C8=CC(CCCCCC)=C(C9=CC(CCCCCC)=C(C%10=CC=C(/C=C(C#N)/C(OCC(CCCC)CC)=O)S%10)S9)S8)S7)C(C%11=CC=C(SCC(CCCC)CC)S%11)=C5S4)=C1,5.17,-3.53,500.0,Y6,5.7,-4.08,833.0,0.82,25.31,74.8,15.63,1.25,1.6400000000000001,1.62,0.5300000000000002,0.5500000000000003
SM8,O=C(OCC(CCCC)CC)/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=CC=C(SCCCCCCCC)S6)C7=C(C=C(C8=CC(CCCCCCCC)=C(C9=CC=C(C%10=C(CCCCCCCC)C=C(/C=C(C#N)/C(OCC(CCCC)CC)=O)S%10)S9)S8)S7)C(C%11=CC=C(SCCCCCCCC)S%11)=C5S4,5.21,-3.55,580.0,BO-4Cl,5.66,-4.09,822.0,0.85,21.23,72.5,13.11,1.0,1.6600000000000001,1.5700000000000003,0.4500000000000002,0.54
BT-Ro-Cl,O=C(OCCCCCCCC)/C(C#N)=C/C(S1)=CC=C1C2=CC=C(S2)C(S3)=CC=C3C4=CC5=C(C6=CC(C)=C(CC(CC)CCCC)S6)C7=C(C=C(C8=CC=C(C9=CC=C(C%10=CC=C(/C=C(C#N)/C(OCCCCCCCC)=O)S%10)S9)S8)S7)C(C%11=CC(C)=C(CC(CC)CCCC)S%11)=C5S4,5.41,-3.57,560.0,Y6,5.7,-4.08,833.0,0.86,22.5,68.6,13.35,1.0,1.8400000000000003,1.62,0.29000000000000004,0.5100000000000002
BT-Reh-Cl,O=C(OCC(CCCC)CC)/C(C#N)=C/C(S1)=CC=C1C2=CC=C(S2)C(S3)=CC=C3C4=CC5=C(C6=CC(C)=C(CC(CC)CCCC)S6)C7=C(C=C(C8=CC=C(C9=CC=C(C%10=CC=C(/C=C(C#N)/C(OCC(CCCC)CC)=O)S%10)S9)S8)S7)C(C%11=CC(C)=C(CC(CC)CCCC)S%11)=C5S4,5.41,-3.58,564.0,Y6,5.7,-4.08,833.0,0.86,22.93,69.8,13.9,1.0,1.83,1.62,0.29000000000000004,0.5
