D_Name,D_SMILES,D_HOMO,D_LUMO,D_lamda_max,A_Name,A_HOMO,A_LUMO,A_lamda_max,VOC (V),JSC (mA/cm²),FF (%),PCE (%),Ratio,D_gap,A_gap,delta_HOMO,delta_LUMO
3DTBDT-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C/C2=CC3=C(S2)C4=C(C5=CC=C(CC(CCCCCCCC)CCCCCC)S5)C6=C(C(SC(C7=CC8=C(S7)C9=C(C%10=CC(Cl)=C(CC(CCCCCCCC)CCCCCC)S%10)C%11=C(C(SC(C%12=CC%13=C(S%12)C%14=C(C%15=CC=C(CC(CCCCCCCC)CCCCCC)S%15)C%16=C(C(SC(/C=C%17C(N(CCCCCC)C(S\%17)=S)=O)=C%18)=C%18S%16)C(C%19=CC=C(CC(CCCCCCCC)CCCCCC)S%19)=C%14S%13)=C%20)=C%20S%11)C(C%21=CC(Cl)=C(CC(CCCCCCCC)CCCCCC)S%21)=C9S8)=C%22)=C%22S6)C(C%23=CC=C(CC(CCCCCCCC)CCCCCC)S%23)=C4S3,5.48,-3.55,596.0,L8-BO,5.69,-3.91,800.0,0.92,18.8,62.62,10.83,1.0,1.9300000000000006,1.7800000000000002,0.20999999999999996,0.3600000000000003
ZW2,O=C1N(CC(CCCC)CC)C(S/C1=C/C(S2)=CC=C2C3=C(CCCCCC)N=C(S3)C4=C(CCCCCCCC)N=C(C5=CC6=C(C7=CC(F)=C(CC(CCCC)CC)S7)C(SC(C(S8)=NC(CCCCCCCC)=C8C9=C(CCCCCC)C=C(S9)C(S%10)=CC=C%10/C=C%11C(N(C(S\%11)=S)CC(CCCC)CC)=O)=N%12)=C%12C(C%13=CC(F)=C(CC(CCCC)CC)S%13)=C6S5)S4)=S,5.59,-3.56,550.0,6TIC,5.39,-4.02,790.0,0.813,14.32,45.7,5.32,1.0,2.03,1.37,0.20000000000000018,0.4599999999999995
DRTB-O,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(OCC(CC)CCCC)=C(C=C(C(S4)=CC5=C4C(OCC(CC)CCCC)=C(C=C(C(S6)=CC7=C6C(OCC(CC)CCCC)=C(C=C(/C=C8SC(N(CC)C/8=O)=O)S9)C9=C7OCC(CCCC)CC)S%10)C%10=C5OCC(CCCC)CC)S%11)C%11=C3OCC(CCCC)CC,5.5,-3.56,572.0,IDIC,5.65,-3.97,710.0,0.99,0.57,27.0,0.15,1.0,1.94,1.6800000000000002,0.15000000000000036,0.41000000000000014
BSFTR,O=C(N(C(CC)CCCC)C(S/1)=S)C1=C/C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(C7=CC(F)=C(SC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12C(N(C(CC)CCCC)C(S\%12)=S)=O)S%11)S%10)S9)S8)C(C%13=CC(F)=C(SC(CCCC)CC)S%13)=C6S5,5.59,-3.61,568.0,IDIC,5.65,-3.97,710.0,0.98,9.3,70.88,6.43,1.25,1.98,1.6800000000000002,0.0600000000000005,0.3600000000000003
SM-BT-2F,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NSN=C23)=C(F)C(F)=C3C4=CC(OCCCCCCCC)=C(S4)C5=CC6=C(C7=CC=C(CC(CCCC)CC)S7)C(SC(C8=C(OCCCCCCCC)C=C(C(C9=NSN=C9%10)=C(F)C(F)=C%10C%11=CC=C(S%11)/C=C(C#N)/C(OCC(CC)CCCC)=O)S8)=C%12)=C%12C(C%13=CC=C(CC(CC)CCCC)S%13)=C6S5)S1,5.36,-3.26,606.0,IDIC,5.65,-3.97,710.0,0.98,6.74,41.7,2.76,2.0,2.1000000000000005,1.6800000000000002,0.29000000000000004,0.7100000000000004
SBDT-BDD,O=C1N(CC)C(S/C1=C/C2=CC=C(C3=C(C(C4=C(C(CC)CCCC)SC(C(CC)CCCC)=C4C5=O)=O)C5=C(S3)C6=CC=C(C7=CC8=C(C9=CC=C(SC(CCCC)CC)S9)C(SC(C%10=CC=C(C%11=C%12C(C(C%13=C(C(CC)CCCC)SC(C(CC)CCCC)=C%13C%12=O)=O)=C(C%14=CC=C(/C=C%15SC(N(CC)C/%15=O)=S)S%14)S%11)S%10)=C%16)=C%16C(C%17=CC=C(SC(CC)CCCC)S%17)=C8S7)S6)S2)=S,5.25,-3.55,521.0,IDIC,5.65,-3.97,710.0,0.98,15.15,62.4,9.2,1.0,1.7000000000000002,1.6800000000000002,0.40000000000000036,0.4200000000000004
BTR-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)S3,5.3,-2.79,580.0,L8-Bo,5.69,-3.91,800.0,0.86,22.91,73.0,15.0,1.4,2.51,1.7800000000000002,0.39000000000000057,1.12
TB,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC=C(SC(CCCC)CC)C=C%13)=C6S5)S4)S3,5.28,-2.76,580.0,L8-Bo,5.69,-3.91,800.0,0.86,24.67,74.2,15.8,1.4,2.5200000000000005,1.7800000000000002,0.41000000000000014,1.1500000000000004
TB-F,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(F)=C(SC(CCCC)CC)C=C%13)=C6S5)S4)S3,5.31,-2.8,580.0,L8-Bo,5.69,-3.91,800.0,0.87,25.41,76.7,17.0,0.7,2.51,1.7800000000000002,0.3800000000000008,1.1100000000000003
H21,CCC[Si](CCC)(CCC)C(S1)=CC=C1C2=C3C(SC(C4=CC(CCCCCCCC)=C(C5=CC=C(C6=C(CCCCCCCC)C=C(/C=C7SC(N(CC)C/7=O)=O)S6)S5)S4)=C3)=C(C8=CC=C([Si](CCC)(CCC)CCC)S8)C9=C2SC(C%10=CC(CCCCCCCC)=C(C%11=CC=C(C%12=C(CCCCCCCC)C=C(/C=C%13SC(N(CC)C/%13=O)=O)S%12)S%11)S%10)=C9,5.38,-3.63,685.0,IDIC,5.65,-3.97,710.0,0.895,13.0,65.58,7.62,1.5,1.75,1.6800000000000002,0.27000000000000046,0.3400000000000003
H22,O=C(OCC(CC)CCCC)/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=CC=C([Si](CCC)(CCC)CCC)S6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC=C([Si](CCC)(CCC)CCC)S%11)=C5S4,5.39,-3.59,655.0,IDIC,5.65,-3.97,710.0,0.942,15.38,71.15,10.29,1.5,1.7999999999999998,1.6800000000000002,0.2600000000000007,0.38000000000000034
BDT-2DPP,O=C1C(C2=C(C3=CC=CS3)N1CC(CCCC)CC)=C(C4=CC=C(S4)C5=CC6=C(C7=CC=C(CC(CCCC)CC)S7)C(SC(C8=CC=C(C9=C%10C(C(N9CC(CC)CCCC)=O)=C(C%11=CC=CS%11)N(CC(CCCC)CC)C%10=O)S8)=C%12)=C%12C(C%13=CC=C(CC(CCCC)CC)S%13)=C6S5)N(CC(CC)CCCC)C2=O,5.23,-3.46,626.0,IEIC,5.42,-3.82,775.0,0.9,8.24,54.0,4.0,1.0,1.7700000000000005,1.6,0.1899999999999995,0.3599999999999999
BDTS-2DPP,O=C1C(C2=C(C3=CC=CS3)N1CC(CCCC)CC)=C(C4=CC=C(S4)C5=CC6=C(C7=CC=C(SCCCCCCCC)S7)C(SC(C8=CC=C(C9=C%10C(C(N9CC(CC)CCCC)=O)=C(C%11=CC=CS%11)N(CC(CCCC)CC)C%10=O)S8)=C%12)=C%12C(C%13=CC=C(SCCCCCCCC)S%13)=C6S5)N(CC(CC)CCCC)C2=O,5.28,-3.49,624.0,IEIC,5.42,-3.82,775.0,0.93,9.8,58.0,5.29,1.0,1.79,1.6,0.13999999999999968,0.3299999999999996
SM1,O=C(OC(CCCC)CC)/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(C(OC(CCCC)CC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)S%11)=C5S4,5.24,-2.82,566.0,IDIC,5.65,-3.97,710.0,0.905,15.18,73.55,10.11,2.0,2.4200000000000004,1.6800000000000002,0.41000000000000014,1.1500000000000004
SM2,CCOC(/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(C(OCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)S%11)=C5S4)=O,5.04,-2.7,521.0,IDIC,5.65,-3.97,710.0,0.768,10.77,64.4,5.32,2.0,2.34,1.6800000000000002,0.6100000000000003,1.27
BTR-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)S3,5.26,-3.51,573.0,L8-BO,5.69,-3.91,800.0,0.86,22.44,70.3,13.6,1.2,1.75,1.7800000000000002,0.4300000000000006,0.40000000000000036
BTR-YF,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCCCC)CCCCCCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC=C(F)C=C%13)=C6S5)S4)S3,5.34,-3.52,568.0,L8-BO,5.69,-3.91,800.0,0.87,24.35,71.4,15.1,0.6,1.8199999999999998,1.7800000000000002,0.35000000000000053,0.3900000000000001
